DonorID,DonationDate,DonationAmount,Channel,Region,FirstDonationDate,Engagement,Frequency
D00578,2021-08-02,61.88,Campaign,Leeds,2021-01-04,No,5
D00578,2021-12-13,105.49,Campaign,Birmingham,2021-01-04,No,5
D00578,2022-08-10,170.14,Campaign,Manchester,2021-01-04,No,5
D00578,2023-03-24,40.6,Campaign,Birmingham,2021-01-04,No,5
D00579,2024-04-26,17.03,Campaign,Birmingham,2020-08-31,Yes,1
D00580,2022-08-22,82.86,Event,Birmingham,2021-03-26,Yes,4
D00580,2022-04-04,35.53,Shop,London,2021-03-26,Yes,4
D00580,2021-04-19,50.46,Campaign,Birmingham,2021-03-26,No,4
D00581,2022-10-24,10.91,Online,Liverpool,2022-06-28,Yes,5
D00581,2023-09-25,42.97,Shop,Manchester,2022-06-28,Yes,5
D00581,2022-07-14,70.96,Campaign,Liverpool,2022-06-28,No,5
D00582,2023-09-11,32.5,Campaign,Liverpool,2022-08-05,Yes,2
D00583,2024-10-04,10.18,Event,Edinburgh,2023-02-11,Yes,5
D00583,2023-04-15,68.12,Shop,Liverpool,2023-02-11,Yes,5
D00583,2023-03-30,116.67,Online,London,2023-02-11,No,5
D00583,2023-05-18,19.99,Campaign,Manchester,2023-02-11,No,5
D00583,2023-07-07,170.2,Shop,Manchester,2023-02-11,Yes,5
D00584,2022-08-31,25.32,Event,Glasgow,2020-01-28,No,2
D00584,2024-01-22,65.34,Shop,London,2020-01-28,Yes,2
D00585,2024-07-02,73.66,Online,London,2021-06-08,Yes,4
D00585,2024-10-11,55.62,Campaign,Glasgow,2021-06-08,No,4
D00585,2023-04-13,47.33,Campaign,Birmingham,2021-06-08,No,4
D00585,2021-11-11,25.59,Online,Manchester,2021-06-08,Yes,4
D00586,2024-07-15,109.72,Online,Leeds,2023-07-07,Yes,5
D00587,2024-09-30,55.97,Online,Manchester,2023-06-20,No,3
D00587,2023-12-12,17.34,Campaign,Glasgow,2023-06-20,No,3
D00588,2023-07-28,11.38,Event,Leeds,2023-01-28,Yes,5
D00588,2024-06-21,51.27,Event,Glasgow,2023-01-28,Yes,5
D00588,2023-03-28,34.42,Campaign,Liverpool,2023-01-28,Yes,5
D00589,2023-12-24,27.74,Campaign,Edinburgh,2021-01-05,Yes,5
D00589,2024-10-25,121.13,Shop,Leeds,2021-01-05,Yes,5
D00589,2022-04-24,28.81,Online,Manchester,2021-01-05,Yes,5
D00589,2021-08-18,19.7,Online,London,2021-01-05,No,5
D00589,2021-10-14,36.09,Online,London,2021-01-05,No,5
D00591,2023-06-12,19.08,Campaign,Liverpool,2020-11-27,No,5
D00591,2024-04-07,43.35,Event,Liverpool,2020-11-27,Yes,5
D00591,2022-08-25,122.0,Online,Birmingham,2020-11-27,Yes,5
D00591,2022-04-15,171.83,Campaign,London,2020-11-27,No,5
D00591,2024-02-04,34.1,Campaign,London,2020-11-27,Yes,5
D00592,2021-04-08,27.46,Shop,London,2020-02-03,No,3
D00592,2023-01-08,46.98,Shop,Glasgow,2020-02-03,Yes,3
D00592,2021-06-28,39.67,Campaign,Manchester,2020-02-03,Yes,3
D00594,2021-08-24,33.97,Campaign,Glasgow,2020-12-11,Yes,4
D00594,2024-11-27,121.74,Online,Leeds,2020-12-11,No,4
D00594,2021-08-19,30.11,Online,Manchester,2020-12-11,No,4
D00594,2024-05-15,10.64,Shop,Manchester,2020-12-11,No,4
D00595,2024-03-16,15.07,Online,Birmingham,2021-01-15,No,6
D00595,2022-07-14,48.8,Online,Manchester,2021-01-15,No,6
D00595,2024-12-09,51.76,Event,London,2021-01-15,No,6
D00595,2024-01-21,49.21,Event,London,2021-01-15,Yes,6
D00595,2023-09-18,15.67,Shop,London,2021-01-15,No,6
D00595,2022-02-08,16.85,Campaign,Glasgow,2021-01-15,No,6
D00596,2023-06-07,23.44,Event,Glasgow,2023-03-15,Yes,3
D00597,2024-01-10,46.56,Campaign,Edinburgh,2022-10-16,No,4
D00597,2024-10-29,30.36,Online,Manchester,2022-10-16,Yes,4
D00598,2023-11-24,11.28,Event,Leeds,2022-11-18,No,6
D00598,2024-06-08,83.05,Shop,Liverpool,2022-11-18,Yes,6
D00598,2024-01-03,57.89,Shop,Manchester,2022-11-18,No,6
D00598,2022-11-19,140.88,Online,Birmingham,2022-11-18,No,6
D00598,2023-08-19,87.5,Campaign,Manchester,2022-11-18,No,6
D00598,2023-01-30,119.01,Online,Birmingham,2022-11-18,No,6
D00599,2024-11-21,59.88,Shop,Birmingham,2023-08-21,Yes,5
D00599,2023-09-20,18.6,Event,London,2023-08-21,No,5
D00600,2024-09-01,36.36,Event,Birmingham,2023-11-20,No,4
D00601,2024-06-08,74.28,Event,Edinburgh,2021-02-09,Yes,5
D00601,2023-08-09,76.43,Event,Leeds,2021-02-09,No,5
D00601,2022-11-14,28.21,Shop,London,2021-02-09,No,5
D00601,2023-10-24,43.21,Online,London,2021-02-09,Yes,5
D00601,2024-02-05,46.04,Online,Liverpool,2021-02-09,Yes,5
D00602,2023-12-22,76.82,Shop,Leeds,2020-03-22,Yes,1
D00603,2024-11-24,54.88,Shop,Manchester,2023-12-07,Yes,3
D00604,2023-11-26,18.35,Online,Manchester,2021-09-08,Yes,6
D00604,2023-09-16,14.93,Campaign,Birmingham,2021-09-08,Yes,6
D00604,2021-10-20,19.63,Shop,Birmingham,2021-09-08,No,6
D00604,2023-11-01,158.16,Event,Manchester,2021-09-08,Yes,6
D00605,2024-08-12,23.69,Online,Manchester,2021-01-20,No,3
D00605,2024-01-24,56.7,Shop,Edinburgh,2021-01-20,No,3
D00605,2023-09-29,40.18,Online,Glasgow,2021-01-20,Yes,3
D00606,2024-01-09,34.48,Campaign,London,2023-12-02,No,1
D00607,2022-01-20,24.7,Campaign,Leeds,2021-06-25,No,2
D00608,2023-06-01,18.79,Shop,Leeds,2020-10-15,Yes,2
D00608,2024-01-19,96.4,Shop,Birmingham,2020-10-15,Yes,2
D00609,2023-08-06,43.89,Shop,Liverpool,2023-04-07,No,5
D00610,2024-06-02,40.61,Shop,Edinburgh,2021-07-22,Yes,2
D00610,2023-06-12,177.3,Shop,Birmingham,2021-07-22,Yes,2
D00611,2024-09-19,91.61,Online,Edinburgh,2023-07-26,No,5
D00611,2023-09-02,13.89,Campaign,Liverpool,2023-07-26,Yes,5
D00612,2022-12-26,24.93,Online,London,2021-05-16,No,3
D00612,2023-03-23,55.3,Shop,Birmingham,2021-05-16,Yes,3
D00612,2024-04-22,118.12,Event,Edinburgh,2021-05-16,Yes,3
D00613,2024-02-16,68.71,Event,London,2023-12-09,No,5
D00613,2024-08-01,16.02,Shop,Edinburgh,2023-12-09,Yes,5
D00613,2024-12-09,19.51,Shop,Manchester,2023-12-09,Yes,5
D00614,2023-11-10,13.79,Campaign,Manchester,2023-03-31,Yes,4
D00614,2024-06-24,56.24,Event,Leeds,2023-03-31,No,4
D00615,2024-11-28,88.17,Shop,Edinburgh,2021-04-03,Yes,2
D00616,2023-11-05,103.73,Event,London,2023-09-22,Yes,3
D00617,2024-06-06,75.14,Campaign,Liverpool,2023-10-08,No,3
D00618,2023-10-08,50.66,Campaign,Glasgow,2021-05-13,No,2
D00618,2022-10-11,19.84,Shop,Liverpool,2021-05-13,Yes,2
D00619,2024-12-27,18.41,Online,Liverpool,2023-07-29,Yes,8
D00619,2024-11-21,15.95,Event,Leeds,2023-07-29,Yes,8
D00619,2023-08-30,56.15,Campaign,Glasgow,2023-07-29,No,8
D00620,2024-09-13,39.91,Online,Glasgow,2023-06-21,Yes,5
D00621,2023-07-11,54.16,Online,Leeds,2022-12-12,No,7
D00621,2023-02-05,44.32,Event,Liverpool,2022-12-12,Yes,7
D00622,2024-02-16,16.72,Campaign,Glasgow,2023-09-11,No,1
D00623,2024-11-21,46.93,Shop,Birmingham,2023-10-20,No,2
D00624,2022-06-23,15.36,Event,Leeds,2020-03-10,No,5
D00624,2022-12-12,33.75,Event,Birmingham,2020-03-10,No,5
D00624,2020-03-24,62.17,Event,Liverpool,2020-03-10,Yes,5
D00624,2021-02-05,15.99,Campaign,Edinburgh,2020-03-10,Yes,5
D00624,2023-09-24,11.75,Shop,Glasgow,2020-03-10,Yes,5
D00625,2022-09-11,21.96,Online,Edinburgh,2021-09-22,Yes,1
D00626,2023-09-01,109.85,Campaign,Edinburgh,2022-05-07,No,3
D00626,2022-05-28,47.52,Shop,London,2022-05-07,Yes,3
D00626,2023-12-14,49.99,Event,London,2022-05-07,Yes,3
D00627,2020-12-23,31.03,Event,Glasgow,2020-05-15,No,3
D00627,2021-11-04,43.7,Online,Birmingham,2020-05-15,Yes,3
D00627,2024-01-27,61.68,Online,Manchester,2020-05-15,Yes,3
D00628,2023-12-08,46.31,Event,Birmingham,2020-02-15,Yes,7
D00628,2022-06-18,23.16,Online,London,2020-02-15,Yes,7
D00628,2020-11-12,56.64,Online,Leeds,2020-02-15,No,7
D00628,2020-07-25,16.7,Campaign,Manchester,2020-02-15,Yes,7
D00628,2024-02-10,21.79,Shop,London,2020-02-15,No,7
D00628,2020-09-04,54.35,Online,Edinburgh,2020-02-15,Yes,7
D00628,2022-10-27,127.91,Online,London,2020-02-15,No,7
D00629,2023-11-18,18.69,Campaign,Liverpool,2021-11-26,Yes,1
D00630,2024-02-21,47.0,Event,Leeds,2022-03-19,Yes,4
D00630,2023-11-29,13.56,Shop,Birmingham,2022-03-19,Yes,4
D00630,2024-10-24,28.93,Campaign,Manchester,2022-03-19,No,4
D00631,2024-09-15,34.1,Campaign,Manchester,2022-05-06,Yes,4
D00631,2024-02-12,128.54,Campaign,Glasgow,2022-05-06,Yes,4
D00631,2022-07-13,17.24,Shop,London,2022-05-06,No,4
D00632,2023-08-12,43.45,Campaign,Glasgow,2021-03-22,Yes,2
D00633,2022-10-02,24.72,Event,London,2022-07-16,Yes,3
D00634,2024-12-25,48.8,Campaign,Glasgow,2023-07-02,Yes,2
D00635,2022-02-14,19.43,Online,Birmingham,2020-10-01,No,1
D00636,2022-04-09,18.38,Campaign,London,2020-08-17,Yes,3
D00636,2020-09-10,13.25,Event,Edinburgh,2020-08-17,Yes,3
D00636,2021-07-28,50.69,Event,Edinburgh,2020-08-17,Yes,3
D00637,2022-02-10,13.36,Online,London,2020-01-25,No,5
D00637,2020-03-11,61.38,Campaign,Leeds,2020-01-25,Yes,5
D00637,2022-04-30,56.42,Online,Edinburgh,2020-01-25,Yes,5
D00637,2020-07-07,81.77,Event,London,2020-01-25,No,5
D00637,2021-08-15,41.43,Shop,Birmingham,2020-01-25,No,5
D00638,2022-09-22,28.72,Campaign,Manchester,2021-05-24,Yes,5
D00638,2024-04-01,42.73,Campaign,Liverpool,2021-05-24,Yes,5
D00638,2021-05-30,35.36,Campaign,London,2021-05-24,Yes,5
D00639,2021-05-10,23.07,Online,Liverpool,2020-10-13,No,7
D00639,2021-10-13,113.79,Online,Birmingham,2020-10-13,No,7
D00639,2024-01-15,151.33,Campaign,London,2020-10-13,No,7
D00639,2021-07-29,51.56,Online,Birmingham,2020-10-13,Yes,7
D00639,2021-08-29,34.85,Event,Manchester,2020-10-13,Yes,7
D00639,2021-09-29,132.6,Online,Birmingham,2020-10-13,No,7
D00639,2022-11-12,24.5,Shop,Birmingham,2020-10-13,Yes,7
D00640,2020-03-12,19.2,Campaign,London,2020-02-04,Yes,3
D00640,2023-08-26,148.1,Campaign,Liverpool,2020-02-04,Yes,3
D00640,2023-11-24,29.14,Shop,Liverpool,2020-02-04,No,3
D00641,2020-06-06,16.72,Event,London,2020-03-24,No,2
D00641,2021-02-21,10.93,Event,London,2020-03-24,Yes,2
D00642,2023-09-20,15.44,Campaign,Manchester,2020-05-21,No,4
D00642,2021-09-07,28.42,Campaign,Liverpool,2020-05-21,Yes,4
D00642,2023-08-07,24.24,Shop,Edinburgh,2020-05-21,No,4
D00642,2022-06-08,50.58,Online,Glasgow,2020-05-21,No,4
D00643,2023-08-14,88.96,Event,Liverpool,2022-11-11,Yes,5
D00643,2024-08-22,66.59,Shop,Glasgow,2022-11-11,Yes,5
D00643,2022-11-24,109.46,Campaign,Glasgow,2022-11-11,No,5
D00643,2024-07-19,14.68,Online,Birmingham,2022-11-11,No,5
D00644,2024-08-27,23.55,Campaign,London,2023-05-11,Yes,3
D00645,2023-10-03,49.02,Shop,Birmingham,2021-01-30,Yes,4
D00645,2022-06-21,121.89,Event,Edinburgh,2021-01-30,Yes,4
D00645,2021-03-18,86.71,Online,Manchester,2021-01-30,No,4
D00645,2021-12-10,26.63,Online,Manchester,2021-01-30,No,4
D00646,2023-12-08,68.06,Campaign,London,2022-09-24,No,5
D00647,2021-07-28,74.88,Online,Glasgow,2021-03-13,No,5
D00647,2024-08-13,53.5,Online,London,2021-03-13,Yes,5
D00647,2023-10-13,45.3,Shop,London,2021-03-13,Yes,5
D00647,2023-07-20,10.31,Campaign,Edinburgh,2021-03-13,No,5
D00647,2024-10-19,63.78,Online,Birmingham,2021-03-13,Yes,5
D00648,2024-06-01,62.37,Shop,London,2023-11-16,Yes,2
D00649,2023-01-09,123.51,Shop,Edinburgh,2021-04-08,Yes,4
D00649,2024-12-01,20.44,Campaign,Birmingham,2021-04-08,No,4
D00649,2022-09-24,52.74,Event,Glasgow,2021-04-08,Yes,4
D00649,2024-06-13,14.2,Event,Manchester,2021-04-08,Yes,4
D00650,2024-06-06,39.14,Online,Edinburgh,2023-08-04,No,4
D00650,2024-05-03,23.09,Online,Edinburgh,2023-08-04,No,4
D00650,2024-07-25,123.06,Shop,Glasgow,2023-08-04,No,4
D00651,2021-12-14,27.6,Campaign,Leeds,2021-02-20,Yes,6
D00651,2021-04-22,53.26,Campaign,Glasgow,2021-02-20,Yes,6
D00651,2022-02-16,22.88,Campaign,Manchester,2021-02-20,Yes,6
D00651,2021-07-19,17.25,Campaign,London,2021-02-20,No,6
D00651,2022-08-05,103.2,Online,Glasgow,2021-02-20,No,6
D00652,2022-05-23,52.86,Online,Liverpool,2021-07-12,No,7
D00652,2021-08-23,75.45,Campaign,Liverpool,2021-07-12,Yes,7
D00652,2023-03-25,13.01,Event,Birmingham,2021-07-12,Yes,7
D00652,2022-11-06,39.06,Campaign,Birmingham,2021-07-12,No,7
D00652,2022-07-08,57.72,Event,Birmingham,2021-07-12,No,7
D00652,2021-12-02,23.0,Campaign,Manchester,2021-07-12,Yes,7
D00653,2022-12-19,49.9,Event,Liverpool,2020-08-28,Yes,7
D00653,2020-09-02,33.69,Shop,London,2020-08-28,No,7
D00653,2023-11-11,48.54,Event,Manchester,2020-08-28,No,7
D00653,2023-12-14,126.63,Online,Glasgow,2020-08-28,No,7
D00653,2023-12-28,20.82,Online,Glasgow,2020-08-28,No,7
D00653,2023-12-13,54.07,Shop,Glasgow,2020-08-28,Yes,7
D00653,2024-08-07,44.63,Shop,London,2020-08-28,No,7
D00654,2022-09-08,17.12,Online,Birmingham,2020-08-13,No,8
D00654,2022-05-12,46.29,Event,Edinburgh,2020-08-13,Yes,8
D00654,2023-02-12,23.52,Event,Leeds,2020-08-13,Yes,8
D00654,2021-09-25,28.35,Event,Glasgow,2020-08-13,Yes,8
D00654,2023-01-22,21.97,Campaign,Leeds,2020-08-13,No,8
D00654,2023-10-12,33.36,Event,Manchester,2020-08-13,No,8
D00654,2023-06-07,29.74,Shop,Manchester,2020-08-13,No,8
D00654,2021-07-09,43.03,Shop,Birmingham,2020-08-13,No,8
D00655,2023-04-13,13.13,Campaign,Leeds,2020-03-01,Yes,2
D00655,2024-01-13,37.67,Online,Liverpool,2020-03-01,No,2
D00656,2023-06-20,184.12,Campaign,Glasgow,2021-09-11,No,4
D00656,2021-09-22,30.27,Campaign,Glasgow,2021-09-11,Yes,4
D00656,2021-09-25,11.73,Event,Edinburgh,2021-09-11,Yes,4
D00657,2022-01-16,74.39,Campaign,London,2020-09-24,Yes,3
D00657,2021-12-06,91.05,Shop,Manchester,2020-09-24,No,3
D00657,2023-03-07,153.88,Campaign,Liverpool,2020-09-24,Yes,3
D00658,2024-09-14,34.9,Campaign,Glasgow,2022-10-02,Yes,6
D00658,2023-02-01,60.01,Online,London,2022-10-02,Yes,6
D00658,2023-12-07,36.99,Online,Glasgow,2022-10-02,Yes,6
D00658,2023-03-08,24.35,Event,London,2022-10-02,No,6
D00659,2023-08-08,52.34,Online,Leeds,2020-02-22,Yes,2
D00659,2023-12-14,94.34,Shop,Edinburgh,2020-02-22,Yes,2
D00661,2024-07-02,61.09,Event,Birmingham,2022-01-03,No,4
D00661,2024-06-28,51.79,Event,Birmingham,2022-01-03,Yes,4
D00661,2022-02-21,102.67,Shop,London,2022-01-03,No,4
D00661,2023-12-22,133.9,Online,London,2022-01-03,No,4
D00662,2024-05-18,48.86,Online,Birmingham,2023-04-07,Yes,4
D00663,2024-10-24,37.15,Online,Edinburgh,2021-07-22,Yes,1
D00665,2020-12-01,107.15,Online,Glasgow,2020-11-30,No,4
D00665,2024-11-07,20.55,Event,Edinburgh,2020-11-30,Yes,4
D00665,2023-10-19,84.74,Online,Leeds,2020-11-30,No,4
D00665,2024-03-29,92.29,Shop,London,2020-11-30,No,4
D00666,2023-02-04,30.15,Campaign,London,2020-01-04,No,5
D00666,2020-11-13,51.51,Event,Liverpool,2020-01-04,Yes,5
D00666,2021-08-21,19.39,Campaign,London,2020-01-04,No,5
D00666,2023-04-28,19.2,Campaign,Birmingham,2020-01-04,Yes,5
D00666,2023-11-15,36.63,Shop,Liverpool,2020-01-04,No,5
D00667,2024-08-19,162.61,Event,Edinburgh,2022-10-12,Yes,3
D00667,2024-12-05,69.36,Shop,Glasgow,2022-10-12,No,3
D00667,2023-12-15,35.93,Event,London,2022-10-12,Yes,3
D00668,2024-12-22,35.04,Online,London,2021-01-05,No,4
D00668,2022-05-31,88.19,Online,London,2021-01-05,Yes,4
D00668,2023-11-22,42.28,Shop,Edinburgh,2021-01-05,Yes,4
D00668,2023-10-20,62.11,Online,Leeds,2021-01-05,No,4
D00669,2023-07-03,11.05,Shop,Birmingham,2020-12-21,No,2
D00669,2021-12-22,23.96,Shop,Manchester,2020-12-21,Yes,2
D00670,2023-02-22,53.88,Campaign,London,2021-04-06,No,2
D00670,2023-12-13,29.57,Shop,London,2021-04-06,Yes,2
D00671,2024-03-07,14.25,Shop,Edinburgh,2022-02-02,Yes,2
D00672,2020-09-23,134.0,Event,London,2020-02-24,No,3
D00672,2020-09-06,122.01,Online,Glasgow,2020-02-24,Yes,3
D00672,2023-10-17,11.09,Online,Manchester,2020-02-24,Yes,3
D00673,2020-11-07,46.93,Campaign,Edinburgh,2020-04-17,Yes,5
D00673,2022-05-22,12.13,Shop,Liverpool,2020-04-17,Yes,5
D00673,2021-11-20,41.22,Online,London,2020-04-17,Yes,5
D00673,2024-02-05,34.07,Campaign,Manchester,2020-04-17,Yes,5
D00673,2021-03-21,30.63,Online,Birmingham,2020-04-17,Yes,5
D00674,2022-07-03,81.41,Online,Leeds,2021-05-30,Yes,12
D00674,2024-09-02,73.89,Campaign,Birmingham,2021-05-30,No,12
D00674,2024-10-30,12.95,Online,Liverpool,2021-05-30,No,12
D00674,2022-09-02,39.59,Event,London,2021-05-30,No,12
D00674,2022-05-08,76.55,Shop,Glasgow,2021-05-30,No,12
D00674,2022-10-21,35.55,Shop,Glasgow,2021-05-30,No,12
D00674,2023-11-26,33.25,Event,Glasgow,2021-05-30,Yes,12
D00674,2024-09-29,31.63,Event,Liverpool,2021-05-30,Yes,12
D00674,2024-09-13,58.07,Online,London,2021-05-30,No,12
D00674,2021-07-17,65.91,Campaign,London,2021-05-30,Yes,12
D00676,2022-09-03,68.41,Online,Edinburgh,2020-11-30,Yes,3
D00676,2024-10-28,52.64,Online,Manchester,2020-11-30,No,3
D00676,2020-12-28,17.5,Online,Leeds,2020-11-30,No,3
D00677,2022-09-03,16.49,Campaign,Edinburgh,2022-07-23,Yes,4
D00677,2024-05-13,79.32,Online,Glasgow,2022-07-23,No,4
D00678,2021-07-17,38.94,Event,London,2020-02-08,Yes,1
D00679,2023-07-20,29.75,Online,Edinburgh,2020-12-15,No,2
D00679,2022-04-09,10.52,Campaign,Liverpool,2020-12-15,No,2
D00680,2023-05-01,14.42,Event,Leeds,2020-11-12,Yes,3
D00680,2022-12-06,70.47,Event,Manchester,2020-11-12,No,3
D00680,2022-09-29,55.76,Online,Leeds,2020-11-12,Yes,3
D00681,2023-05-25,141.86,Event,Edinburgh,2021-12-07,Yes,5
D00681,2023-03-13,16.23,Shop,Manchester,2021-12-07,Yes,5
D00681,2022-04-20,77.28,Shop,Manchester,2021-12-07,No,5
D00681,2022-02-13,35.5,Event,London,2021-12-07,Yes,5
D00682,2024-11-25,86.35,Event,Edinburgh,2022-03-22,Yes,3
D00683,2021-08-18,25.25,Online,Birmingham,2021-07-30,No,5
D00683,2024-07-09,37.71,Event,Edinburgh,2021-07-30,Yes,5
D00683,2021-12-28,13.11,Shop,Glasgow,2021-07-30,No,5
D00683,2023-08-07,164.42,Online,London,2021-07-30,No,5
D00684,2022-11-13,14.16,Shop,Leeds,2020-11-01,No,3
D00684,2021-10-02,56.93,Event,Birmingham,2020-11-01,Yes,3
D00684,2021-03-12,14.9,Campaign,Glasgow,2020-11-01,Yes,3
D00685,2022-12-30,23.41,Shop,Glasgow,2020-06-21,No,7
D00685,2023-12-12,39.77,Shop,Leeds,2020-06-21,Yes,7
D00685,2022-05-04,76.85,Campaign,Manchester,2020-06-21,No,7
D00685,2022-04-23,18.83,Online,Edinburgh,2020-06-21,No,7
D00685,2022-07-18,34.03,Campaign,Manchester,2020-06-21,No,7
D00685,2022-12-21,35.06,Shop,Glasgow,2020-06-21,Yes,7
D00685,2023-04-28,27.53,Event,Glasgow,2020-06-21,No,7
D00687,2024-04-05,79.94,Shop,Edinburgh,2022-02-24,No,6
D00687,2023-04-08,68.53,Campaign,Edinburgh,2022-02-24,Yes,6
D00687,2023-10-11,51.76,Online,Leeds,2022-02-24,No,6
D00687,2022-06-17,10.11,Online,Edinburgh,2022-02-24,No,6
D00687,2022-10-08,50.71,Event,Leeds,2022-02-24,Yes,6
D00687,2022-04-16,18.31,Shop,Manchester,2022-02-24,No,6
D00688,2023-07-12,16.64,Event,Glasgow,2023-02-28,Yes,3
D00688,2023-03-08,69.13,Campaign,London,2023-02-28,Yes,3
D00689,2023-12-06,14.35,Online,Edinburgh,2021-11-24,No,3
D00689,2022-06-11,37.67,Campaign,London,2021-11-24,No,3
D00689,2021-12-08,44.41,Event,Manchester,2021-11-24,No,3
D00690,2024-06-19,33.15,Online,Liverpool,2021-03-26,Yes,3
D00690,2023-12-12,17.52,Shop,Leeds,2021-03-26,Yes,3
D00690,2024-08-19,17.98,Online,Leeds,2021-03-26,No,3
D00691,2021-08-24,22.33,Event,Manchester,2020-09-25,Yes,3
D00691,2021-06-17,26.94,Event,Manchester,2020-09-25,Yes,3
D00691,2024-03-28,18.24,Online,Birmingham,2020-09-25,No,3
D00692,2024-07-05,24.05,Event,London,2021-05-16,Yes,3
D00692,2022-08-31,14.93,Campaign,Leeds,2021-05-16,Yes,3
D00692,2022-07-27,35.15,Campaign,Manchester,2021-05-16,No,3
D00693,2024-05-03,62.04,Campaign,London,2022-04-28,No,7
D00693,2023-10-05,51.12,Shop,Birmingham,2022-04-28,Yes,7
D00693,2022-07-29,31.67,Shop,Edinburgh,2022-04-28,Yes,7
D00693,2023-08-27,22.15,Campaign,Manchester,2022-04-28,Yes,7
D00694,2023-10-08,38.06,Online,Liverpool,2020-05-16,No,3
D00694,2021-06-19,15.19,Event,London,2020-05-16,No,3
D00694,2023-12-14,12.82,Online,Liverpool,2020-05-16,Yes,3
D00695,2024-03-08,104.02,Shop,Liverpool,2021-04-21,Yes,3
D00695,2021-09-01,41.54,Shop,Manchester,2021-04-21,No,3
D00695,2023-05-09,13.25,Campaign,Leeds,2021-04-21,Yes,3
D00696,2024-07-30,143.26,Campaign,Manchester,2022-03-21,No,3
D00696,2023-05-20,85.89,Campaign,Leeds,2022-03-21,No,3
D00697,2024-12-18,12.03,Event,Manchester,2022-03-28,No,4
D00697,2022-09-08,67.13,Campaign,Birmingham,2022-03-28,Yes,4
D00697,2024-11-24,12.8,Online,Birmingham,2022-03-28,No,4
D00698,2021-10-28,47.38,Campaign,London,2020-01-29,Yes,3
D00698,2020-07-03,17.72,Online,Liverpool,2020-01-29,No,3
D00698,2021-02-12,24.77,Shop,Glasgow,2020-01-29,No,3
D00699,2023-05-02,45.18,Event,Liverpool,2023-01-28,No,8
D00699,2024-05-08,65.67,Event,Liverpool,2023-01-28,Yes,8
D00699,2024-11-07,82.23,Campaign,Birmingham,2023-01-28,Yes,8
D00699,2023-07-31,39.03,Shop,Glasgow,2023-01-28,Yes,8
D00699,2023-09-15,17.47,Online,Manchester,2023-01-28,No,8
D00699,2024-08-12,141.94,Shop,Manchester,2023-01-28,Yes,8
D00700,2023-08-13,141.54,Online,Edinburgh,2022-12-15,No,4
D00700,2024-05-21,21.8,Event,Edinburgh,2022-12-15,Yes,4
D00701,2022-03-20,43.66,Shop,Leeds,2021-09-15,No,4
D00701,2021-09-19,36.77,Shop,Edinburgh,2021-09-15,No,4
D00701,2021-11-08,18.29,Campaign,Birmingham,2021-09-15,No,4
D00701,2024-09-17,12.28,Event,Glasgow,2021-09-15,Yes,4
D00703,2024-04-28,45.35,Event,London,2023-05-04,Yes,6
D00703,2024-12-23,28.41,Online,Glasgow,2023-05-04,Yes,6
D00703,2024-04-07,66.16,Shop,Manchester,2023-05-04,Yes,6
D00703,2023-06-28,30.52,Online,Manchester,2023-05-04,Yes,6
D00704,2022-10-14,57.38,Event,London,2022-03-25,Yes,4
D00704,2023-05-04,103.24,Campaign,Leeds,2022-03-25,Yes,4
D00704,2023-07-24,34.32,Online,Glasgow,2022-03-25,No,4
D00705,2023-06-12,13.79,Shop,Glasgow,2021-06-06,Yes,2
D00706,2023-07-24,46.06,Online,Glasgow,2023-05-17,No,3
D00706,2024-03-29,37.69,Shop,Liverpool,2023-05-17,Yes,3
D00707,2024-02-22,78.55,Shop,Glasgow,2021-04-27,Yes,3
D00707,2024-03-07,12.18,Campaign,Edinburgh,2021-04-27,No,3
D00707,2023-11-04,173.9,Campaign,Leeds,2021-04-27,Yes,3
D00709,2021-02-16,13.53,Shop,Birmingham,2020-12-26,No,5
D00709,2023-01-01,32.15,Event,Glasgow,2020-12-26,Yes,5
D00709,2021-10-28,20.72,Event,Glasgow,2020-12-26,No,5
D00709,2021-11-16,185.15,Campaign,Birmingham,2020-12-26,Yes,5
D00709,2023-05-03,88.29,Event,Liverpool,2020-12-26,No,5
D00710,2024-05-23,18.73,Shop,Glasgow,2020-08-07,No,2
D00710,2022-07-26,45.69,Campaign,London,2020-08-07,No,2
D00711,2024-11-18,21.18,Event,Edinburgh,2022-03-24,Yes,5
D00711,2023-12-21,23.92,Event,Manchester,2022-03-24,No,5
D00711,2022-03-31,84.54,Shop,Leeds,2022-03-24,No,5
D00711,2024-04-21,83.18,Event,Birmingham,2022-03-24,Yes,5
D00712,2024-12-08,26.0,Shop,Manchester,2023-02-26,No,6
D00713,2024-02-25,72.61,Event,Birmingham,2022-01-29,No,2
D00713,2022-07-17,87.3,Online,Edinburgh,2022-01-29,No,2
D00714,2024-04-10,105.41,Shop,Birmingham,2022-01-24,Yes,4
D00714,2022-06-20,13.29,Campaign,Birmingham,2022-01-24,No,4
D00714,2022-09-24,22.46,Shop,Glasgow,2022-01-24,Yes,4
D00715,2024-06-02,46.5,Online,Glasgow,2020-07-07,Yes,6
D00715,2023-01-02,49.98,Shop,Glasgow,2020-07-07,Yes,6
D00715,2024-02-03,10.62,Shop,Glasgow,2020-07-07,Yes,6
D00715,2020-12-24,65.12,Shop,Leeds,2020-07-07,No,6
D00715,2024-02-20,14.09,Shop,Manchester,2020-07-07,Yes,6
